window_end,portfolio,AE_H1_mean
2016-10-31 23:59:59.999999999,ME5 BM4,0.675248387702063
2016-11-30 23:59:59.999999999,ME5 BM4,0.6723732970087919
2017-01-31 23:59:59.999999999,ME5 BM4,0.6928805271553137
2017-01-31 23:59:59.999999999,ME5 BM4,0.6836230949005828
2017-02-28 23:59:59.999999999,ME5 BM4,0.7038449000616499
2017-04-30 23:59:59.999999999,ME5 BM4,0.6791807320558235
2017-05-31 23:59:59.999999999,ME5 BM4,0.6861050898712564
2017-07-31 23:59:59.999999999,ME5 BM4,0.6868245136645316
2017-08-31 23:59:59.999999999,ME5 BM4,0.6984893588153951
2017-10-31 23:59:59.999999999,ME5 BM4,0.6841412101346929
2017-11-30 23:59:59.999999999,ME5 BM4,0.6884740155876572
2018-01-31 23:59:59.999999999,ME5 BM4,0.7110515194415363
2018-01-31 23:59:59.999999999,ME5 BM4,0.7115165809897143
2018-02-28 23:59:59.999999999,ME5 BM4,0.6818966662825
2018-04-30 23:59:59.999999999,ME5 BM4,0.6935885472539215
2018-05-31 23:59:59.999999999,ME5 BM4,0.7071722377212375
2018-07-31 23:59:59.999999999,ME5 BM4,0.696851378032184
2018-08-31 23:59:59.999999999,ME5 BM4,0.684083116234019
2018-10-31 23:59:59.999999999,ME5 BM4,0.7033036724011343
2018-11-30 23:59:59.999999999,ME5 BM4,0.7292230862084126
2019-01-31 23:59:59.999999999,ME5 BM4,0.7162023629251257
2019-01-31 23:59:59.999999999,ME5 BM4,0.7331819180297917
2019-02-28 23:59:59.999999999,ME5 BM4,0.7160038860724147
2019-04-30 23:59:59.999999999,ME5 BM4,0.7603473617551229
2019-05-31 23:59:59.999999999,ME5 BM4,0.7412260156305501
2019-07-31 23:59:59.999999999,ME5 BM4,0.7393054569973586
2019-08-31 23:59:59.999999999,ME5 BM4,0.7631183272972905
2019-10-31 23:59:59.999999999,ME5 BM4,0.735834618845176
2019-11-30 23:59:59.999999999,ME5 BM4,0.7523038643600197
2020-01-31 23:59:59.999999999,ME5 BM4,0.7520212222205138
2020-01-31 23:59:59.999999999,ME5 BM4,0.7635096354023255
2020-02-29 23:59:59.999999999,ME5 BM4,0.7361569339074556
2020-04-30 23:59:59.999999999,ME5 BM4,0.7526246045993331
2020-05-31 23:59:59.999999999,ME5 BM4,0.7622023334662955
2020-07-31 23:59:59.999999999,ME5 BM4,0.7606670794294378
2020-08-31 23:59:59.999999999,ME5 BM4,0.7360121535406203
2020-10-31 23:59:59.999999999,ME5 BM4,0.7322309710825974
2020-11-30 23:59:59.999999999,ME5 BM4,0.7457446602178567
2021-01-31 23:59:59.999999999,ME5 BM4,0.720298206555558
2021-01-31 23:59:59.999999999,ME5 BM4,0.7386234604525673
2021-02-28 23:59:59.999999999,ME5 BM4,0.7436729125127018
2021-04-30 23:59:59.999999999,ME5 BM4,0.7535313168960791
2021-05-31 23:59:59.999999999,ME5 BM4,0.7574490925159479
2021-07-31 23:59:59.999999999,ME5 BM4,0.7715914383589394
2021-08-31 23:59:59.999999999,ME5 BM4,0.746090771149232
2021-10-31 23:59:59.999999999,ME5 BM4,0.761148789956421
2021-11-30 23:59:59.999999999,ME5 BM4,0.7716908284640119
2022-01-31 23:59:59.999999999,ME5 BM4,0.7417409108118901
2022-01-31 23:59:59.999999999,ME5 BM4,0.7489485463906256
2022-02-28 23:59:59.999999999,ME5 BM4,0.7498250193026569
2022-04-30 23:59:59.999999999,ME5 BM4,0.7626957576599153
2022-05-31 23:59:59.999999999,ME5 BM4,0.7720297417159063
