portfolio,window_start,window_end,window_length,model_type,factor_model,AE,u_hat,convergence_status,message,log_likelihood,AIC,BIC,sigma_v,sigma_u,lambda,rank,quintile,sensitivity_window
ME1 BM2,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9994801386976122,0.0005199965506424803,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,353.32785027843533,-694.6557005568707,-677.9307501001784,0.012729753845176734,0.0006517189472369558,0.05119650820929975,19,1,120
ME1 BM2,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9994801505211488,0.0005199847236593932,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,355.9524445996208,-699.9048891992416,-683.1799387425493,0.012454121029205924,0.0006517047240882569,0.05232843992441991,19,1,120
ME1 BM2,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9994799544899228,0.0005201807989687699,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,270.4565626256738,-528.9131252513477,-512.1881747946554,0.025403335237906898,0.0006519500873365664,0.025663956375449683,20,1,120
ME1 BM2,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.999480049719226,0.0005200855643417229,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,343.64968852776275,-675.2993770555255,-658.5744265988333,0.013799939634257213,0.0006518306349233952,0.04723431059837967,22,1,120
ME1 BM2,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9994798838503145,0.0005202514829801808,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,291.429121748458,-570.858243496916,-554.1332930402237,0.02132918367920494,0.0006520385809097752,0.030570254854408025,23,1,120
ME1 BM3,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.999601918114104,0.0003981611426711742,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,167.96033128313871,-323.92066256627743,-307.19571210958514,0.059687860458230664,0.0004990210113009864,0.008360510955995807,13,3,120
ME1 BM3,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9996019286283003,0.00039815062991252915,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,275.1487306189016,-538.2974612378032,-521.572510781111,0.024430624566194308,0.0004990079283549693,0.020425508443425867,16,1,120
ME1 BM3,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9996019501102188,0.00039812914575117057,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,315.4439515538652,-618.8879031077304,-602.1629526510382,0.017460958111826613,0.0004989811917569877,0.028576965167737216,17,2,120
ME1 BM3,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9996019590085263,0.0003981202488470111,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,332.75554237020583,-653.5110847404117,-636.7861342837194,0.015114503619463256,0.0004989695978755337,0.03301263544196055,18,1,120
ME1 BM3,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9996020462701855,0.00039803297840885647,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,386.91848277053873,-761.8369655410775,-745.1120150843852,0.009621528130245183,0.0004988604912590318,0.05184836384678526,18,2,120
ME1 BM3,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9996020158596965,0.00039806339518966104,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,377.7886840662996,-743.5773681325992,-726.852417675907,0.010382771448086461,0.000498898213012604,0.04805058220794706,18,1,120
ME1 BM3,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9996018991265904,0.00039818015101331344,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,320.1720111041461,-628.3440222082922,-611.6190717516,0.016786284519938018,0.0004990449272088555,0.029729326142191363,18,2,120
ME1 BM3,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9996019511548283,0.00039812811623224717,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,361.60102687036306,-711.2020537407261,-694.4771032840339,0.01188357777231509,0.0004989800751908506,0.04198904444024539,20,2,120
ME1 BM3,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9996019514868002,0.0003981277845446194,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,361.6933123341564,-711.3866246683128,-694.6616742116206,0.011874521086277373,0.0004989793241896276,0.04202100620009561,21,1,120
ME1 BM4,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9996480289104315,0.0003520330473259045,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,209.26315180156655,-406.5263036031331,-389.8013531464408,0.04230474993050147,0.00044120800780857834,0.010429278237866855,11,3,120
ME1 BM4,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9996480420864828,0.0003520198734588445,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,315.9685481819415,-619.937096363883,-603.2121459071908,0.017385412079775443,0.0004411915307910331,0.025377110923029196,14,2,120
ME1 BM4,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9996481076443156,0.0003519543115909424,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,388.33155959566386,-764.6631191913277,-747.9381687346355,0.009509389265779832,0.00044110943388136196,0.04638672595607412,15,2,120
ME1 BM4,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9996480316576434,0.00035203031616461394,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,363.9444270782121,-715.8888541564241,-699.1639036997319,0.011654439272049453,0.00044120456705505927,0.03785721103830272,15,2,120
ME1 BM4,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9996480680635808,0.0003519939049677914,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,385.4616774475145,-758.923354895029,-742.1984044383368,0.009740294208361372,0.0004411594532834691,0.0452922102604215,15,2,120
ME1 BM4,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9996480768214371,0.0003519851470098379,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,390.69254235146104,-769.3850847029221,-752.6601342462299,0.009323877340738577,0.0004411472326453519,0.04731371043652179,15,2,120
ME1 BM4,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.99964795062062,0.0003521113721899087,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,320.51289208103987,-629.0257841620797,-612.3008337053875,0.016739124998806525,0.0004413062232793312,0.026363756965241354,15,2,120
ME1 BM4,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9996479832573327,0.00035207873150338887,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,357.44157539696187,-702.8831507939237,-686.1582003372315,0.012303755959437982,0.0004412654390906337,0.03586428734000915,17,2,120
ME1 BM4,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9996479892043026,0.00035207278394023183,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,362.07480358438835,-712.1496071687767,-695.4246567120845,0.01183752178231895,0.0004412577441593337,0.03727619279386805,18,2,120
ME2 BM1,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9662894689322788,0.03441679062936322,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,199.91778055949078,-387.83556111898156,-371.1106106622893,0.03771659991600646,0.04336457666846043,1.1497477706111316,23,1,120
ME2 BM1,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9998074080947813,0.00019261045394986578,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,295.88788960960403,-579.7757792192081,-563.0508287625158,0.020553572091332285,0.00024140143241637227,0.011744986776200058,9,3,120
ME2 BM1,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9998074088497132,0.0001926096989695774,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,305.9212391878997,-599.8424783757994,-583.1175279191071,0.018905322783606023,0.00024140046271905994,0.01276891516120493,10,3,120
ME2 BM1,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9998074094954428,0.00019260905319600682,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,312.91616707576844,-613.8323341515369,-597.1073836948447,0.017834932978503974,0.00024139967993825354,0.013535216545484466,10,3,120
ME2 BM1,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9998074111051898,0.00019260744331863443,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,326.89856437281435,-641.7971287456287,-625.0721782889365,0.015872940921640103,0.0002413975986739461,0.015208120528240662,10,3,120
ME2 BM1,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9998074191675139,0.0001925993806272873,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,377.90889774486357,-743.8177954897271,-727.0928450330349,0.010375823993702318,0.00024138755160316516,0.023264422348497536,10,3,120
ME2 BM1,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9998074069655587,0.0001926115836904555,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,322.6131733101523,-633.2263466203046,-616.5013961636124,0.01645011052297281,0.0002414027896763895,0.01467484302547798,10,3,120
ME2 BM1,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9998074063671253,0.00019261218217346156,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,317.8178870535763,-623.6357741071527,-606.9108236504604,0.01712143360012385,0.00024140360407709193,0.014099497139967632,12,3,120
ME2 BM1,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.999807406006219,0.00019261254313197602,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,316.18065542575397,-620.3613108515079,-603.6363603948157,0.017356115356841752,0.00024140401839698613,0.013908873813852883,13,3,120
ME2 BM2,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9713302225406094,0.029206367850703487,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,237.38092223065573,-462.76184446131145,-446.03689400461917,0.025363215876426773,0.036776819850564656,1.4500061833541378,20,1,120
ME2 BM2,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9998984990087121,0.0001015061429704442,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,354.5722252459304,-697.1444504918608,-680.4195000351685,0.012604111330415191,0.00012721914045167904,0.010093463721213286,1,5,120
ME2 BM2,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9998984983142144,0.000101506837507335,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,333.70995170207266,-655.4199034041453,-638.6949529474531,0.01499764398858412,0.00012721995579325805,0.008482662736233444,2,5,120
ME2 BM2,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9998984986994757,0.00010150645223329976,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,351.56405811666895,-691.1281162333379,-674.4031657766457,0.01292483338802951,0.00012721947209353392,0.009843026078104788,2,5,120
ME2 BM2,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9998984990057669,0.00010150614592880153,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,361.037941484411,-710.075882968822,-693.3509325121298,0.011943012340813037,0.00012721908793742164,0.010652177550103831,2,5,120
ME2 BM2,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9998984990885899,0.00010150606309918058,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,362.00279049300264,-712.0055809860053,-695.280630529313,0.011845825444587867,0.0001272190145645359,0.01073956518772272,2,5,120
ME2 BM2,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9998984970769484,0.00010150807488508371,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,322.1298293745453,-632.2596587490906,-615.5347082923984,0.016517011238809814,0.00012722150578752529,0.007702453182849117,2,5,120
ME2 BM2,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9998984977974914,0.00010150735431705182,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,355.78551470166735,-699.5710294033347,-682.8460789466425,0.012477394181608452,0.00012722060134041552,0.010196087379201128,2,5,120
ME2 BM2,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9998984980439983,0.00010150710779855246,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,362.8449734625873,-713.6899469251746,-696.9649964684824,0.011764510897362019,0.00012722029409794624,0.010813904224991887,2,5,120
ME2 BM3,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9998125432718812,0.0001874743005348174,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,246.32843990610843,-480.65687981221686,-463.9319293555246,0.031065402142743174,0.0002349641949348152,0.007563533021564392,,,120
ME2 BM3,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9995488900498403,0.0004512117630971923,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,338.13839891921947,-664.2767978384389,-647.5518473817467,0.014450076431258067,0.0005655112405344888,0.0391355189866808,,,120
ME2 BM3,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9999072106427143,9.279366264661071e-05,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,400.43777905555095,-788.8755581111019,-772.1506076544097,0.008599926181360176,0.00011629964593980115,0.013523330722521045,,,120
ME2 BM3,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9951034080944029,0.00490925205595059,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,356.1167658917941,-700.2335317835882,-683.508581326896,0.011878775514459029,0.006152709633457987,0.517958237864569,21,1,120
ME2 BM3,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9994795293518791,0.0005206062171882398,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,356.17546683540445,-700.3509336708089,-683.6259832141167,0.012431370067481512,0.0006524854157893852,0.052487007646581395,,,120
ME2 BM3,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9919795628235784,0.008061324302259953,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,391.58451455256113,-771.1690291051223,-754.44407864843,0.007049649962174082,0.010113923053114966,1.434670247087825,21,1,120
ME2 BM3,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9872788827040245,0.012820493717121382,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,319.8691866640518,-627.7383733281036,-611.0134228714114,0.013804318352158501,0.016149958419770304,1.1699207456516698,23,1,120
ME2 BM3,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9921096434244976,0.007927075335720403,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,368.0729838587261,-724.1459677174522,-707.42101726076,0.009559034417152952,0.009935415245512403,1.039374356439607,24,1,120
ME2 BM3,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9927077042996224,0.007323196510147991,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,371.3634782401075,-730.726956480215,-714.0020060235228,0.009476255362676168,0.009181250558831318,0.9688690529587483,25,1,120
ME2 BM4,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.999834908414627,0.0001651052146200279,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,249.16377239249329,-486.32754478498657,-469.6025943282943,0.03033929944242442,0.00020692872002659474,0.006820484448538045,4,5,120
ME2 BM4,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9998349111637789,0.00016510246557832105,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,348.9393592415037,-685.8787184830074,-669.1537680263152,0.013209603413671946,0.00020692524989267258,0.015664758692036495,6,4,120
ME2 BM4,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9998349157173637,0.00016509791178478638,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,383.4529489193363,-754.9058978386726,-738.1809473819803,0.009907539372930723,0.00020691953052738086,0.020885057604991635,7,4,120
ME2 BM4,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9998349131265817,0.00016510050280657047,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,374.0662040623489,-736.1324081246978,-719.4074576680056,0.010716159054866265,0.00020692271265423964,0.01930941035820805,7,4,120
ME2 BM4,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9998349126758439,0.0001651009535833068,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,371.6024216911321,-731.2048433822642,-714.479892925572,0.010936157887542926,0.00020692334088254878,0.01892102720263845,7,4,120
ME2 BM4,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9998349147264908,0.00016509890278483219,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,381.92132528753166,-751.8426505750633,-735.1177001183711,0.01003394221165803,0.0002069207945374286,0.020622083541304008,7,4,120
ME2 BM4,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.999834908498212,0.00016510513156731732,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,347.6851407314704,-683.3702814629409,-666.6453310062486,0.013348431206065917,0.00020692859553751987,0.015502091020515241,7,4,120
ME2 BM4,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9998349104228793,0.00016510320677409727,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,362.45430194755636,-712.9086038951127,-696.1836534384205,0.01180250214804061,0.00020692617666382516,0.017532398983564512,8,4,120
ME2 BM4,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9998349104516165,0.00016510317804566813,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,363.11728220527493,-714.2345644105499,-697.5096139538576,0.011737417923093537,0.00020692613511388033,0.017629612958293853,8,4,120
ME2 BM5,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9753557489211907,0.02501442686024919,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,230.96846392651537,-449.93692785303074,-433.21197739633845,0.029854291244168503,0.031598922024162986,1.0584381912042633,17,2,120
ME2 BM5,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9998390227359977,0.00016099022256515323,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,311.019449610132,-610.038899220264,-593.3139487635718,0.01811911233132459,0.00020177133179500784,0.011135828737381498,5,4,120
ME2 BM5,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9998390272479163,0.00016098571064978359,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,380.7515317483603,-749.5030634967206,-732.7781130400284,0.010133161245950432,0.0002017656769784228,0.019911424685860542,6,4,120
ME2 BM5,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9998390200520866,0.000160992907230083,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,351.61898693901645,-691.2379738780329,-674.5130234213407,0.012917901121849389,0.0002017746916315257,0.015619773655818065,6,4,120
ME2 BM5,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9998390203505783,0.00016099260872039776,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,354.1060390789236,-696.2120781578471,-679.4871277011549,0.012652779346778753,0.00020177432774957493,0.015947036000508796,6,4,120
ME2 BM5,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9998390242509341,0.00016098870814987962,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,382.6007180230018,-753.2014360460036,-736.4764855893113,0.009978144850613083,0.00020176940859960895,0.020221134451381684,6,4,120
