portfolio,window_start,window_end,window_length,model_type,factor_model,AE,u_hat,convergence_status,message,log_likelihood,AIC,BIC,sigma_v,sigma_u,lambda,rank,quintile,sensitivity_window
ME3 BM2,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9998466224600319,0.00015338930362053893,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,258.8202519571921,-505.6405039143842,-488.91555345769194,0.027993026332718097,0.000192245012103502,0.006867603731676809,3,5,120
ME3 BM2,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9998466242229459,0.0001533875408366941,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,349.02292090734807,-686.0458418146961,-669.3208913580039,0.013200432999772771,0.00019224277680821144,0.014563369005510703,4,5,120
ME3 BM2,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.999846625833387,0.0001533859303014222,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,364.27242076074907,-716.5448415214981,-699.8198910648059,0.011625021093050612,0.00019224075415173473,0.01653680906150402,5,5,120
ME3 BM2,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9998466233111949,0.00015338845268482267,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,343.4126830844609,-674.8253661689218,-658.1004157122296,0.013832314901064038,0.00019224391214184888,0.013898173481219741,5,5,120
ME3 BM2,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9998466241727471,0.00015338759108952498,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,353.8857887207372,-695.7715774414744,-679.0466269847822,0.01267620543696977,0.00019224283511620855,0.015165645277058867,5,5,120
ME3 BM2,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9998466251576297,0.0001533866061380836,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,362.089853506822,-712.179707013644,-695.4547565569518,0.011838534094185293,0.00019224159961080126,0.016238632087500104,5,4,120
ME3 BM2,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9998466181868184,0.00015339357758481463,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,295.0897436212175,-578.179487242435,-561.4545367857428,0.020691442215074345,0.00019225034143168556,0.009291297311872507,5,5,120
ME3 BM2,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9998466208703244,0.0001533908939442725,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,345.4582092169734,-678.9164184339468,-662.1914679772545,0.013598600171704374,0.00019224697595604347,0.014137262183505193,6,4,120
ME3 BM2,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9998466227214617,0.00015338904270201757,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,364.1268446764445,-716.253689352889,-699.5287388961967,0.011639176899439193,0.0001922446543183638,0.016517031743681694,6,4,120
ME3 BM3,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9998529827593485,0.00014702804886854886,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,273.38542696878574,-534.7708539375715,-518.0459034808792,0.02479372656730571,0.00018427230535316043,0.007432214953767838,,,120
ME3 BM3,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9997044016631662,0.0002956420446287597,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,369.41646545662763,-726.8329309132553,-710.107980456563,0.011135408611819518,0.0003705336075468518,0.03327525917221882,,,120
ME3 BM3,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.992390537784351,0.007645219091774447,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,388.9555478284799,-765.9110956569598,-749.1861452002676,0.007546444813877762,0.009589656124079566,1.270751507576704,22,1,120
ME3 BM3,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9906003578790752,0.009451621472721902,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,344.5740142269765,-677.148028453953,-660.4230779972607,0.011720639230263353,0.011866771071467727,1.012467907110992,22,1,120
ME3 BM3,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9868621620873964,0.013258493680371535,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,356.61857435478834,-701.2371487095767,-684.5121982528844,0.007696667651320907,0.016657873575464294,2.164296852886127,23,1,120
ME3 BM3,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9997775006646267,0.00022252409473573712,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,359.25609117420305,-706.5121823484061,-689.7872318917139,0.012120330285802516,0.0002788929660400306,0.02301034373351357,,,120
ME3 BM3,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9996267509197571,0.0003733187654758197,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,316.11310433101687,-620.2262086620337,-603.5012582053415,0.017366006281297426,0.00046788635231296964,0.02694265709306271,,,120
ME3 BM3,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9998152954328994,0.00018472162805283621,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,341.8230386460675,-671.646077292135,-654.9211268354428,0.01401645135227211,0.00023151427958692644,0.016517324804141476,11,3,120
ME3 BM3,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9998152959988617,0.00018472106207865734,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,346.9939314996979,-681.9878629993958,-665.2629125427036,0.01342537406239147,0.0002315135094608383,0.017244473664937022,12,3,120
ME3 BM4,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.966355031305178,0.034463742578504965,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,241.5969028765964,-471.1938057531928,-454.4688552965005,0.020025631535315336,0.04367581729006529,2.1809957510225177,22,1,120
ME3 BM4,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.989756036510911,0.010309176039268833,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,355.3144989981033,-698.6289979962066,-681.9040475395144,0.009888346965861605,0.012919380769450928,1.3065258343031068,19,1,120
ME3 BM4,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.999758355820865,0.00024167338492193114,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,377.84641620144953,-743.6928324028991,-726.9678819462068,0.01037870914846075,0.00030289410025838927,0.029184178487486664,,,120
ME3 BM4,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9998442062274573,0.00015580591034804382,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,363.1766821054488,-714.3533642108976,-697.6284137542053,0.01173265195715059,0.00019527366858553108,0.01664360873387363,,,120
ME3 BM4,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9927017209985644,0.007329002112893901,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,366.46460221481516,-720.9292044296303,-704.2042539729381,0.00999067962460463,0.00919752551922339,0.9206105955566932,21,1,120
ME3 BM4,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9996132311430527,0.0003868436977917938,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,363.359760943326,-714.719521886652,-697.9945714299598,0.011710864276591607,0.00048483720316923193,0.041400633780578795,,,120
ME3 BM4,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9994924664524523,0.0005076624221831786,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,316.49456373780197,-620.9891274756039,-604.2641770189117,0.01731246013318129,0.0006362610937004759,0.036751627949225395,19,1,120
ME3 BM4,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9994925168584772,0.0005076120052004581,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,337.5913245252477,-663.1826490504955,-646.4576985938032,0.014515391522862504,0.0006361980703512114,0.04382920497522689,21,1,120
ME3 BM4,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9994925825197274,0.0005075463331251776,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,358.2249570405236,-704.4499140810472,-687.7249636243549,0.01222049164195252,0.000636114313833423,0.05205308693552597,22,1,120
ME3 BM5,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.999829754494895,0.00017025999858452976,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,203.02203998901894,-394.04407997803787,-377.3191295213456,0.0445644972894073,0.00021338926903269483,0.0047883243840252205,6,4,120
ME3 BM5,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9998297581703554,0.00017025632288112166,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,315.9528892717798,-619.9057785435596,-603.1808280868673,0.01738918892716332,0.00021338466006368408,0.0122711105709111,8,4,120
ME3 BM5,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9998297606014752,0.00017025389164490012,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,346.3006696233628,-680.6013392467256,-663.8763887900334,0.01350316813559551,0.0002133816126386128,0.01580233694018225,9,4,120
ME3 BM5,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9998297617122525,0.00017025278076544082,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,353.20370262043167,-694.4074052408633,-677.6824547841711,0.012748350227448729,0.00021338023535081354,0.016737870512168726,9,4,120
ME3 BM5,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9998297549572032,0.000170259536597178,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,318.14769752291227,-624.2953950458245,-607.5704445891323,0.017074011591247527,0.0002133886883321098,0.012497864792448484,9,4,120
ME3 BM5,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9998297578923657,0.00017025660129447954,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,352.2165162320487,-692.4330324640974,-675.7080820074052,0.012857201611863035,0.00021338500806744438,0.01659653589553726,9,3,120
ME3 BM5,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9998297519645724,0.00017026252964959867,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,305.6215541667036,-599.2431083334072,-582.518157876715,0.018952723235711157,0.00021339243886751898,0.011259196697677727,9,4,120
ME3 BM5,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9998297510444755,0.0001702634498236894,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,291.5300213278458,-571.0600426556916,-554.3350921989994,0.021314339638042905,0.0002133935956622465,0.010011738542505482,10,4,120
ME3 BM5,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9998297529488156,0.00017026154539356958,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,325.90909005003516,-639.8181801000703,-623.0932296433781,0.016004650870015888,0.00021339118737137314,0.01333307356120798,10,4,120
ME4 BM1,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9998521359016554,0.00014787503149983145,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,295.2495353656924,-578.4990707313848,-561.7741202746926,0.0206637619856673,0.00018533391527994535,0.008969030683207433,2,5,120
ME4 BM1,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9998521382971055,0.00014787263607356574,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,362.4799962282797,-712.9599924565593,-696.2350419998671,0.01180008350318824,0.00018533082014570107,0.015705890563878375,3,5,120
ME4 BM1,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9998521417395404,0.00014786919342846112,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,388.360345706402,-764.720691412804,-747.9957409561117,0.009510645398176098,0.00018532655723254405,0.019486223013643743,4,5,120
ME4 BM1,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9998521363002453,0.00014787463310970633,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,347.9291829460393,-683.8583658920786,-667.1334154353864,0.01332113245579931,0.00018533339084431246,0.013912735381865242,4,5,120
ME4 BM1,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.999852135040099,0.00014787589336522699,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,336.86421873672316,-661.7284374734463,-645.0034870167541,0.014608234958744568,0.00018533495409559148,0.01268701897381853,4,5,120
ME4 BM1,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9998521376645101,0.00014787326881934786,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,368.2340238320374,-724.4680476640748,-707.7430972073826,0.011247556321774729,0.00018533165577128748,0.01647750413238601,4,5,120
ME4 BM1,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9998521318076545,0.00014787912611705824,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,298.7858553223065,-585.571710644613,-568.8467601879207,0.020063797466193068,0.0001853390026215145,0.009237483728282519,4,5,120
ME4 BM1,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9998521366835808,0.00014787424985924987,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,364.6377648199368,-717.2755296398736,-700.5505791831814,0.011589763096915852,0.0001853328811659626,0.015991084512787104,5,5,120
ME4 BM1,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.999852134602422,0.00014787633116672904,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,345.5774567217942,-679.1549134435884,-662.4299629868962,0.013584981612002405,0.0001853354946794967,0.013642675417076148,5,5,120
ME4 BM2,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9998838348958896,0.00011617185184714101,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,274.09415570258017,-536.1883114051603,-519.4633609484681,0.024647966593280737,0.0001455998582594126,0.005907175251491312,1,5,120
ME4 BM2,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9998838363018656,0.00011617044597191628,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,385.56180763701855,-759.1236152740371,-742.3986648173449,0.009735327722258578,0.00014559806394656932,0.014955640744756648,2,5,120
ME4 BM2,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9998838373892553,0.00011616935853217744,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,398.5260037213317,-785.0520074426634,-768.3270569859711,0.008738272874136173,0.0001455966973947348,0.016661953625375637,3,5,120
ME4 BM2,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9998838325106936,0.00011617423741325083,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,337.66876285342494,-663.3375257068499,-646.6125752501576,0.014510863165801123,0.0001456028144632197,0.010034056058524013,3,5,120
ME4 BM2,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9998838320864725,0.00011617466165648839,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,325.2345348878026,-638.4690697756052,-621.744119318913,0.016095191284930935,0.00014560334671044216,0.009046388087773942,3,5,120
ME4 BM2,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9998838332431954,0.00011617350488612766,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,359.0092068276525,-706.018413655305,-689.2934631986128,0.012146537188366353,0.00014560189632825376,0.011987111558651266,3,5,120
ME4 BM2,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9998838309457777,0.00011617580246397387,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,313.67098908838454,-615.3419781767691,-598.6170277200769,0.017723308044197583,0.00014560477672259905,0.008215440162722245,3,5,120
ME4 BM2,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9998838320805737,0.00011617466761710025,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,350.8360751266032,-689.6721502532064,-672.9471997965142,0.013002631480251516,0.00014560335326067276,0.011197991228299911,3,5,120
ME4 BM2,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9998838322789325,0.00011617446925326864,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,356.5768000777928,-701.1536001555857,-684.4286496988934,0.012395321351491984,0.00014560310296660145,0.011746617843762129,3,5,120
ME4 BM3,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9997796401572003,0.00022038412605172847,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,254.49419100516425,-496.9883820103285,-480.2634315536362,0.029022033983399108,0.00027621056663222865,0.00951727114613069,7,4,120
ME4 BM3,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9997796493556727,0.0002203749277116612,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,359.49813154650667,-706.9962630930133,-690.2713126363211,0.012096562554459926,0.00027619903834934315,0.022832853309017968,10,3,120
ME4 BM3,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9997796545264618,0.00022036975645144133,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,373.0787596416259,-734.1575192832518,-717.4325688265595,0.010801829488461989,0.00027619258001470193,0.025569055715026608,11,3,120
ME4 BM3,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9997796509021772,0.00022037338106216335,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,363.80523935740507,-715.6104787148101,-698.8855282581179,0.011663801269825951,0.0002761972925342868,0.02367986955065878,11,3,120
ME4 BM3,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9997796417136795,0.00022038257047074644,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,333.3960772350232,-654.7921544700464,-638.0672040133542,0.015036122587902382,0.00027620860114440087,0.018369669409760606,11,3,120
ME4 BM3,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9997796449278302,0.0002203793560136215,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,346.34909632943993,-680.6981926588799,-663.9732422021876,0.013497418764064942,0.0002762045874133514,0.020463511745572337,11,3,120
ME4 BM3,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9997796298728324,0.00022039441354821694,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,318.1853822982311,-624.3707645964622,-607.64581413977,0.017068322366923013,0.000276223443678464,0.01618339739198751,11,3,120
ME4 BM3,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9997796288192122,0.0002203954673732391,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,316.2217874236004,-620.4435748472008,-603.7186243905086,0.017349922826737127,0.0002762247292782917,0.015920804492145356,13,3,120
ME4 BM3,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.999779634276171,0.00022039000998706672,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,345.06646489424315,-678.1329297884863,-661.4079793317941,0.013642481080885584,0.00027621791767626407,0.020246897616246044,14,3,120
ME4 BM4,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9997326168961375,0.00026741885787329216,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,240.08741825603636,-468.1748365120727,-451.44988605538043,0.03272299634815329,0.0003351598507784952,0.010242333776913123,10,3,120
ME4 BM4,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9997326216662917,0.00026741408915575553,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,330.4722378608478,-648.9444757216957,-632.2195252650034,0.015406582327809937,0.00033515389608778127,0.021753941851386824,13,2,120
ME4 BM4,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9997326344488939,0.0002674013053929832,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,360.2871140841619,-708.5742281683238,-691.8492777116315,0.01201652198172034,0.0003351378753753123,0.027889756776971537,14,3,120
ME4 BM4,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9997326207144376,0.0002674150415003271,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,334.1883616693782,-656.3767233387564,-639.6517728820642,0.01493672823130994,0.0003351550707397499,0.022438318857352407,14,2,120
ME4 BM4,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9997326177208488,0.0002674180355806056,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,328.2711870347785,-644.542374069557,-627.8174236128648,0.01569186317988716,0.0003351587512493722,0.021358760741615277,14,3,120
ME4 BM4,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9997326292105411,0.0002674065447814606,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,356.22224341514874,-700.4444868302975,-683.7195363736053,0.01243068203216236,0.000335144426908865,0.0269610650519202,14,2,120
ME4 BM4,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9997326056609125,0.0002674300979799089,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,313.84762888730506,-615.6952577746101,-598.9703073179179,0.017696214532573265,0.00033517395701018954,0.018940432508502754,14,3,120
ME4 BM4,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9997326099581604,0.0002674258003130333,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,328.204367584849,-644.408735169698,-627.6837847130058,0.015700929639966152,0.00033516854837910135,0.021347051166062288,16,2,120
ME4 BM4,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9997326036478407,0.0002674321115700696,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,312.47715209673544,-612.9543041934709,-596.2293537367786,0.01789958127800948,0.0003351763902960063,0.01872537603478954,17,2,120
ME4 BM5,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9665730363317039,0.03414847457258495,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,213.50113830276885,-415.0022766055377,-398.2773261488454,0.03183844195844326,0.04304849726709507,1.352091830475989,21,1,120
ME4 BM5,1941-07-31 23:59:59.999999,1951-06-30 23:59:59.999999,120,half_normal,ff3,0.9995434137661174,0.00045669051276465007,False,STOP: TOTAL NO. OF ITERATIONS REACHED LIMIT,274.1739125302065,-536.347825060413,-519.6228746037208,0.0246266641801618,0.0005723768834836404,0.023242160582378955,,,120
ME4 BM5,1951-07-31 23:59:59.999999,1961-06-30 23:59:59.999999,120,half_normal,ff3,0.9799878257091554,0.020295128080476874,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,307.60621924648194,-603.2124384929639,-586.4874880362717,0.011347241460735145,0.02548589699427501,2.2459993543332843,23,1,120
ME4 BM5,1961-07-31 23:59:59.999999,1971-06-30 23:59:59.999999,120,half_normal,ff3,0.9996400213187354,0.00036004349769865794,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,312.73838626150985,-613.4767725230197,-596.7518220663275,0.017859451136397125,0.0004512483583781464,0.025266642011103763,17,2,120
ME4 BM5,1971-07-31 23:59:59.999999,1981-06-30 23:59:59.999999,120,half_normal,ff3,0.9996400110627539,0.0003600537562739155,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,304.5198319762982,-597.0396639525964,-580.3147134959041,0.019126049063838194,0.0004512605006259225,0.02359402609078971,17,2,120
ME4 BM5,1981-07-31 23:59:59.999999,1991-06-30 23:59:59.999999,120,half_normal,ff3,0.9996400285009344,0.0003600363164571604,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,333.2089345822791,-654.4178691645582,-637.6929187078659,0.015058042495502558,0.00045123856656838516,0.029966615295657337,17,1,120
ME4 BM5,1991-07-31 23:59:59.999999,2001-06-30 23:59:59.999999,120,half_normal,ff3,0.9996399822034865,0.0003600826252805847,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,298.9175629627757,-585.8351259255514,-569.1101754688592,0.020040298212219712,0.0004512966663225439,0.022519458620000106,17,2,120
ME4 BM5,2001-07-31 23:59:59.999999,2011-06-30 23:59:59.999999,120,half_normal,ff3,0.9996399675375222,0.00036009729389987176,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,269.55622119982974,-527.1124423996595,-510.3874919429672,0.0255948102793699,0.0004513151433621538,0.017633072425073837,19,2,120
ME4 BM5,2011-07-31 23:59:59.999999,2021-06-30 23:59:59.999999,120,half_normal,ff3,0.9996399908110079,0.00036007401750154345,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,319.6756211220501,-627.3512422441001,-610.6262917874079,0.016856282831821688,0.0004512858493530579,0.026772560347712596,20,2,120
ME5 BM2,1931-07-31 23:59:59.999999,1941-06-30 23:59:59.999999,120,half_normal,ff3,0.9996436713357129,0.0003563921744552497,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,324.6999218310483,-637.3998436620966,-620.6748932054044,0.016165670614211265,0.0004466717194269231,0.027630880901052958,12,3,120
